Optimizing /root/Nerf/Predict/scannet/108ec0b806/default-PM_dgt-default_r-3200-6w_val
Output folder: /root/Nerf/Predict/scannet/108ec0b806/default-PM_dgt-default_r-3200-6w_val [21/05 20:20:28]
Tensorboard not available: not logging progress [21/05 20:20:28]
set trained model iteration as None [21/05 20:20:28]

 [21/05 20:20:32]
Loading Training Cameras [21/05 20:20:33]
Loading Test Cameras [21/05 20:20:33]
Number of points at initialisation :  452698 [21/05 20:20:34]
spatial_lr_scale is 6.0973065376281745 [21/05 20:20:34]

Training progress:   0%|          | 0/60000 [00:00<?, ?it/s]start from iteration 1 [21/05 20:20:34]

Training progress:   0%|          | 0/60000 [00:05<?, ?it/s, Loss=0.2326398]
Training progress:   0%|          | 10/60000 [00:05<9:40:53,  1.72it/s, Loss=0.2326398]
Training progress:   0%|          | 10/60000 [00:08<9:40:53,  1.72it/s, Loss=0.1890716]
Training progress:   0%|          | 20/60000 [00:08<6:47:05,  2.46it/s, Loss=0.1890716]
Training progress:   0%|          | 20/60000 [00:11<6:47:05,  2.46it/s, Loss=0.1777926]
Training progress:   0%|          | 30/60000 [00:11<5:56:10,  2.81it/s, Loss=0.1777926]
Training progress:   0%|          | 30/60000 [00:15<5:56:10,  2.81it/s, Loss=0.2404656]
Training progress:   0%|          | 40/60000 [00:15<6:08:01,  2.72it/s, Loss=0.2404656]
Training progress:   0%|          | 40/60000 [00:18<6:08:01,  2.72it/s, Loss=0.2077085]
Training progress:   0%|          | 50/60000 [00:18<5:41:33,  2.93it/s, Loss=0.2077085]
Training progress:   0%|          | 50/60000 [00:21<5:41:33,  2.93it/s, Loss=0.1650716]
Training progress:   0%|          | 60/60000 [00:21<5:40:49,  2.93it/s, Loss=0.1650716]
Training progress:   0%|          | 60/60000 [00:25<5:40:49,  2.93it/s, Loss=0.1668740]
Training progress:   0%|          | 70/60000 [00:25<6:02:20,  2.76it/s, Loss=0.1668740]
Training progress:   0%|          | 70/60000 [00:29<6:02:20,  2.76it/s, Loss=0.1678711]
Training progress:   0%|          | 80/60000 [00:29<5:47:08,  2.88it/s, Loss=0.1678711]
Training progress:   0%|          | 80/60000 [00:31<5:47:08,  2.88it/s, Loss=0.1655916]
Training progress:   0%|          | 90/60000 [00:31<5:26:14,  3.06it/s, Loss=0.1655916]
Training progress:   0%|          | 90/60000 [00:35<5:26:14,  3.06it/s, Loss=0.1605020]
Training progress:   0%|          | 100/60000 [00:35<5:30:38,  3.02it/s, Loss=0.1605020]
Training progress:   0%|          | 100/60000 [00:38<5:30:38,  3.02it/s, Loss=0.1828832]
Training progress:   0%|          | 110/60000 [00:38<5:27:17,  3.05it/s, Loss=0.1828832]
Training progress:   0%|          | 110/60000 [00:41<5:27:17,  3.05it/s, Loss=0.1387052]
Training progress:   0%|          | 120/60000 [00:41<5:10:00,  3.22it/s, Loss=0.1387052]
Training progress:   0%|          | 120/60000 [00:44<5:10:00,  3.22it/s, Loss=0.1462769]
Training progress:   0%|          | 130/60000 [00:44<5:07:22,  3.25it/s, Loss=0.1462769]
Training progress:   0%|          | 130/60000 [00:48<5:07:22,  3.25it/s, Loss=0.1696627]
Training progress:   0%|          | 140/60000 [00:48<5:35:16,  2.98it/s, Loss=0.1696627]
